,Month,Day,Day Of Week,Airline,Origin Airport Delay Rate,Destination Airport Delay Rate,Scheduled Time,Distance,Scheduled Departure Hour,Scheduled Departure Minute,Arrival Delay
50323,1,2,5,AS,0.0,0.0,122,697,17,30,-3.0
50324,1,1,4,WN,0.0,0.0,55,192,15,45,23.0
50325,1,6,2,AS,0.6024960169941582,0.0,180,1024,17,50,-3.0
50326,1,2,5,OO,0.0,0.5460992907801419,64,191,18,27,16.0
50327,1,1,4,EV,0.0,0.0,69,302,9,15,-9.0
50328,1,1,4,WN,0.5788461538461539,0.0,235,1460,16,55,-12.0
50329,1,1,4,F9,0.0,0.0,165,908,6,20,-15.0
50330,1,2,5,B6,0.0,0.0,389,2583,18,30,-26.0
50331,1,5,1,US,0.0,0.0,126,808,18,25,-14.0
50332,1,5,1,MQ,0.0,0.51004702864472,70,247,6,0,2.0
50333,1,2,5,EV,0.6091626479614204,0.5387205387205387,96,416,8,39,-17.0
50334,1,1,4,WN,0.0,0.0,90,456,20,50,-4.0
50335,1,5,1,AS,0.5254237288135594,0.6923076923076923,47,123,13,55,-13.0
50336,1,2,5,US,0.5414123801220575,0.0,360,2402,13,45,-7.0
50337,1,3,6,US,0.5414123801220575,0.0,71,268,20,29,65.0
50338,1,6,2,OO,0.0,0.0,97,451,13,10,5.0
50339,1,2,5,OO,0.5166666666666667,0.0,159,840,13,55,-16.0
50340,1,5,1,US,0.0,0.0,355,2917,13,55,25.0
50341,1,4,7,WN,0.0,0.0,60,239,11,0,3.0
50342,1,6,2,US,0.0,0.0,287,2300,13,30,-4.0
50343,1,3,6,DL,0.0,0.0,114,581,6,45,-6.0
50344,1,4,7,UA,0.0,0.5455043859649122,255,1608,14,51,10.0
50345,1,6,2,UA,0.0,0.5460992907801419,65,191,15,59,2.0
50346,1,5,1,WN,0.0,0.0,85,407,20,5,-9.0
50347,1,7,3,MQ,0.0,0.51004702864472,78,285,6,5,-20.0
50348,1,1,4,B6,0.0,0.0,245,1674,3,30,-16.0
50349,1,1,4,AA,0.5535870516185477,0.0,160,1172,15,10,19.0
50350,1,7,3,DL,0.0,0.0,100,425,8,35,-8.0
50351,1,3,6,DL,0.0,0.0,110,590,18,15,20.0
50352,1,1,4,OO,0.0,0.0,75,209,18,5,14.0
50353,1,2,5,OO,0.0,0.0,70,209,19,35,-9.0
50354,1,5,1,WN,0.0,0.0,65,308,14,55,31.0
50355,1,6,2,WN,0.0,0.0,80,302,16,25,-16.0
50356,1,2,5,HA,0.0,0.0,35,100,7,9,6.0
50357,1,6,2,UA,0.6091626479614204,0.0,82,315,17,44,25.0
50358,1,6,2,DL,0.54,0.0,129,748,6,10,-20.0
50359,1,3,6,AA,0.5535870516185477,0.0,200,1235,12,20,-19.0
50360,1,5,1,WN,0.0,0.0,140,682,8,10,10.0
50361,1,2,5,UA,0.0,0.0,374,2454,20,0,53.0
50362,1,4,7,EV,0.6091626479614204,0.0,79,343,19,0,53.0
50363,1,5,1,B6,0.5182724252491694,0.0,195,1074,6,30,7.0
50364,1,2,5,NK,0.5356359649122807,0.0,158,983,10,43,-14.0
50365,1,2,5,NK,0.0,0.0,134,982,21,11,124.0
50366,1,6,2,MQ,0.0,0.0,83,402,11,45,-17.0
50367,1,6,2,DL,0.0,0.0,117,590,16,48,-12.0
50368,1,2,5,AA,0.5535870516185477,0.0,145,813,12,45,26.0
50369,1,6,2,US,0.5414123801220575,0.5669613974552512,152,678,7,30,32.0
50370,1,4,7,AS,0.0,0.0,84,421,14,50,17.0
50371,1,4,7,WN,0.0,0.0,90,406,15,0,47.0
50372,1,1,4,EV,0.0,0.5669613974552512,137,642,6,8,4.0
50373,1,2,5,US,0.5535870516185477,0.0,181,1303,17,55,148.0
50374,1,5,1,AA,0.0,0.5669613974552512,204,1197,7,15,5.0
50375,1,4,7,AA,0.5535870516185477,0.0,160,1158,18,40,121.0
50376,1,4,7,OO,0.0,0.0,215,1242,19,47,141.0
50377,1,5,1,AS,0.0,0.0,109,630,14,55,-23.0
50378,1,5,1,UA,0.0,0.5013150973172015,139,836,5,45,-27.0
50379,1,7,3,WN,0.0,0.0,90,342,6,45,-7.0
50380,1,6,2,WN,0.5259433962264151,0.0,275,1670,15,5,-26.0
50381,1,6,2,AA,0.0,0.0,149,921,14,10,10.0
50382,1,5,1,AA,0.0,0.51004702864472,165,918,15,5,0.0
50383,1,5,1,UA,0.0,0.5669613974552512,233,1744,23,59,15.0
50384,1,3,6,AA,0.5535870516185477,0.0,155,1021,8,55,-19.0
50385,1,7,3,DL,0.0,0.0,75,214,8,0,-19.0
50386,1,7,3,DL,0.0,0.0,106,404,7,20,1.0
50387,1,3,6,AS,0.0,0.0,165,978,12,20,-8.0
50388,1,1,4,OO,0.0,0.0,77,266,10,53,-7.0
50389,1,1,4,WN,0.0,0.0,165,1092,19,50,11.0
50390,1,3,6,DL,0.0,0.5909090909090909,154,1020,19,25,30.0
50391,1,3,6,WN,0.0,0.0,85,460,17,35,6.0
50392,1,6,2,WN,0.0,0.0,90,436,16,20,-15.0
50393,1,5,1,OO,0.0,0.0,114,599,15,5,-1.0
50394,1,5,1,DL,0.5671476137624861,0.0,211,1020,16,30,54.0
50395,1,4,7,HA,0.0,0.0,36,100,5,5,-3.0
50396,1,2,5,WN,0.0,0.0,95,289,5,35,-25.0
50397,1,1,4,EV,0.0,0.0,108,463,8,36,-4.0
50398,1,6,2,WN,0.5681016231474947,0.0,275,1750,15,40,94.0
50399,1,6,2,B6,0.0,0.0,153,1074,10,27,12.0
50400,1,1,4,WN,0.0,0.0,95,480,12,15,1.0
50401,1,3,6,OO,0.0,0.0,147,838,19,45,4.0
50402,1,2,5,WN,0.0,0.0,140,861,21,5,-8.0
50403,1,1,4,WN,0.0,0.0,235,1489,16,45,-9.0
50404,1,4,7,DL,0.0,0.0,147,936,10,15,-13.0
50405,1,6,2,WN,0.0,0.0,215,1624,16,35,28.0
50406,1,1,4,EV,0.0,0.0,62,160,13,15,-16.0
50407,1,3,6,AA,0.5535870516185477,0.0,200,1235,14,0,12.0
50408,1,1,4,HA,0.0,0.0,45,201,17,45,1.0
50409,1,5,1,WN,0.0,0.0,120,669,15,25,47.0
50410,1,3,6,OO,0.0,0.0,63,261,10,25,6.0
50411,1,5,1,DL,0.0,0.0,124,666,16,28,-8.0
50412,1,5,1,DL,0.0,0.0,171,991,11,19,-12.0
50413,1,4,7,HA,0.0,0.0,50,216,18,44,-1.0
50414,1,1,4,UA,0.6024960169941582,0.0,171,991,11,5,-3.0
50415,1,2,5,DL,0.0,0.0,121,626,8,39,61.0
50416,1,6,2,DL,0.0,0.0,126,577,6,15,21.0
50417,1,1,4,WN,0.5681016231474947,0.0,65,283,10,15,-13.0
50418,1,5,1,AA,0.0,0.0,140,912,8,45,-30.0
50419,1,4,7,EV,0.6231884057971014,0.5669613974552512,55,84,5,30,-1.0
50420,1,2,5,MQ,0.5196850393700787,0.5669613974552512,175,738,18,30,27.0
50421,1,3,6,WN,0.0,0.0,50,159,20,25,89.0
50422,1,3,6,B6,0.0,0.0,102,588,8,56,5.0
50423,1,2,5,WN,0.0,0.0,220,1642,13,45,32.0
50424,1,3,6,NK,0.0,0.0,149,852,18,15,-12.0
50425,1,5,1,EV,0.5535870516185477,0.5212765957446809,65,304,12,10,21.0
50426,1,2,5,DL,0.0,0.5608465608465608,119,640,15,0,3.0
50427,1,5,1,DL,0.0,0.0,126,813,16,40,-14.0
50428,1,5,1,OO,0.5356359649122807,0.75,79,243,20,0,-16.0
50429,1,6,2,AS,0.0,0.0,187,1107,12,0,-15.0
50430,1,6,2,AA,0.0,0.0,356,2486,17,34,-7.0
50431,1,1,4,UA,0.6091626479614204,0.5013150973172015,162,888,20,52,2.0
50432,1,3,6,EV,0.5444444444444444,0.5013150973172015,185,977,9,36,-16.0
50433,1,4,7,UA,0.0,0.0,182,1346,15,0,42.0
50434,1,1,4,WN,0.0,0.0,100,369,10,35,-18.0
50435,1,5,1,HA,0.0,0.0,330,2640,15,50,-29.0
50436,1,4,7,AS,0.0,0.0,385,2701,18,30,-8.0
50437,1,6,2,AA,0.0,0.51004702864472,102,460,17,13,-7.0
50438,1,1,4,WN,0.0,0.0,155,1108,7,45,-9.0
50439,1,3,6,WN,0.0,0.0,155,907,17,10,133.0
50440,1,4,7,HA,0.0,0.0,43,163,17,46,3.0
50441,1,6,2,WN,0.0,0.0,165,1184,20,10,-2.0
50442,1,5,1,AA,0.0,0.51004702864472,65,190,13,30,85.0
50443,1,6,2,B6,0.0,0.0,223,1249,9,15,41.0
50444,1,4,7,OO,0.0,0.0,46,77,11,19,-15.0
50445,1,1,4,EV,0.6091626479614204,0.0,108,589,21,7,3.0
50446,1,2,5,MQ,0.0,0.5669613974552512,125,528,15,20,-34.0
50447,1,1,4,F9,0.5414123801220575,0.0,170,1013,16,25,12.0
50448,1,6,2,US,0.0,0.0,123,631,18,15,0.0
50449,1,2,5,US,0.5414123801220575,0.0,155,861,11,30,-15.0
50450,1,7,3,DL,0.0,0.0,275,2079,7,0,0.0
50451,1,2,5,EV,0.5356359649122807,0.5344827586206896,60,128,10,0,-26.0
50452,1,6,2,EV,0.0,0.0,121,488,8,50,15.0
50453,1,3,6,EV,0.0,0.5669613974552512,134,599,16,26,13.0
50454,1,2,5,AS,0.0,0.0,54,224,21,40,3.0
50455,1,4,7,WN,0.0,0.0,125,721,20,35,10.0
50456,1,1,4,B6,0.0,0.0,228,1666,22,59,-11.0
50457,1,4,7,EV,0.0,0.0,69,216,17,9,5.0
50458,1,3,6,WN,0.0,0.0,150,1011,11,15,24.0
50459,1,4,7,WN,0.0,0.0,90,452,17,35,3.0
50460,1,5,1,WN,0.0,0.0,85,480,9,25,-3.0
50461,1,1,4,B6,0.0,0.0,165,1189,9,55,-13.0
50462,1,5,1,OO,0.0,0.0,87,421,11,37,4.0
50463,1,4,7,AA,0.0,0.5669613974552512,80,258,8,30,41.0
50464,1,1,4,OO,0.0,0.5520833333333334,145,866,10,0,-3.0
50465,1,3,6,WN,0.0,0.0,225,1390,8,55,17.0
50466,1,3,6,UA,0.0,0.0,383,2454,15,20,24.0
50467,1,4,7,EV,0.6091626479614204,0.0,64,224,13,18,451.0
50468,1,6,2,EV,0.0,0.5455043859649122,96,284,13,43,37.0
50469,1,2,5,OO,0.6231884057971014,0.0,117,566,17,0,-2.0
50470,1,6,2,US,0.0,0.0,150,1009,5,20,-13.0
50471,1,4,7,MQ,0.6091626479614204,0.0,83,334,11,15,167.0
50472,1,5,1,UA,0.0,0.0,145,895,14,23,-15.0
50473,1,3,6,AS,0.0,0.0,124,697,10,0,4.0
50474,1,4,7,MQ,0.0,0.0,150,802,17,45,181.0
50475,1,7,3,US,0.0,0.0,113,600,6,35,-3.0
50476,1,5,1,EV,0.0,0.5669613974552512,122,589,10,15,19.0
50477,1,3,6,EV,0.6091626479614204,0.5212765957446809,114,552,8,17,59.0
50478,1,6,2,WN,0.0,0.0,65,239,8,30,-4.0
50479,1,6,2,OO,0.0,0.0,92,521,12,27,-19.0
50480,1,2,5,MQ,0.6091626479614204,0.0,73,235,15,15,3.0
50481,1,2,5,WN,0.0,0.0,85,404,19,45,12.0
50482,1,3,6,US,0.0,0.0,223,1788,15,55,4.0
50483,1,4,7,VX,0.0,0.5669613974552512,240,1744,10,10,4.0
50484,1,1,4,MQ,0.5535870516185477,0.0,63,247,18,5,0.0
50485,1,4,7,US,0.0,0.0,167,1013,19,30,70.0
50486,1,4,7,B6,0.0,0.0,164,901,9,25,-1.0
50487,1,1,4,WN,0.0,0.0,110,655,17,55,10.0
50488,1,5,1,EV,0.0,0.0,80,427,13,31,-3.0
50489,1,2,5,AS,0.0,0.0,154,1107,20,25,3.0
50490,1,3,6,MQ,0.6785714285714286,0.5669613974552512,120,501,7,15,20.0
50491,1,5,1,EV,0.0,0.0,50,106,10,15,11.0
50492,1,5,1,WN,0.0,0.0,90,511,8,55,-2.0
50493,1,4,7,WN,0.0,0.0,55,197,18,35,70.0
50494,1,6,2,EV,0.0,0.0,79,288,9,13,91.0
50495,1,7,3,DL,0.0,0.0,76,227,7,30,0.0
50496,1,1,4,EV,0.0,0.0,77,300,15,18,-19.0
50497,1,1,4,OO,0.6610169491525424,0.5669613974552512,59,157,16,16,-21.0
50498,1,4,7,WN,0.0,0.0,90,404,21,55,67.0
50499,1,3,6,AA,0.0,0.0,330,2133,10,29,3.0
50500,1,6,2,B6,0.0,0.0,201,1068,8,0,10.0
50501,1,2,5,WN,0.0,0.0,155,933,8,15,-1.0
50502,1,7,3,EV,0.0,0.5909090909090909,97,335,6,0,-6.0
50503,1,2,5,HA,0.0,0.0,36,100,11,45,0.0
50504,1,5,1,OO,0.0,0.0,93,425,6,30,-6.0
50505,1,5,1,WN,0.0,0.0,355,2295,9,25,-37.0
50506,1,3,6,UA,0.0,0.0,147,927,12,17,-1.0
50507,1,2,5,OO,0.0,0.0,77,351,12,30,8.0
50508,1,2,5,DL,0.0,0.5212765957446809,103,453,18,55,-10.0
50509,1,5,1,EV,0.0,0.0,196,1008,8,52,-1.0
50510,1,2,5,WN,0.0,0.0,150,721,21,25,47.0
50511,1,6,2,WN,0.5681016231474947,0.0,175,937,13,40,25.0
50512,1,1,4,B6,0.0,0.0,63,231,17,0,-16.0
50513,1,4,7,EV,0.0,0.0,73,262,15,42,24.0
50514,1,2,5,DL,0.0,0.0,87,404,20,30,13.0
50515,1,1,4,WN,0.6024960169941582,0.0,90,533,12,55,-4.0
50516,1,6,2,DL,0.0,0.0,316,2475,16,0,21.0
50517,1,6,2,AA,0.5535870516185477,0.0,166,1217,14,45,104.0
50518,1,6,2,US,0.0,0.0,275,1587,7,45,-20.0
50519,1,7,3,DL,0.5182724252491694,0.0,348,2153,8,15,-13.0
50520,1,6,2,EV,0.6024960169941582,0.5642857142857143,130,826,15,10,-13.0
50521,1,3,6,UA,0.6024960169941582,0.0,153,862,10,30,7.0
50522,1,3,6,DL,0.0,0.0,141,696,20,41,55.0
50523,1,2,5,DL,0.6024960169941582,0.0,95,391,19,20,12.0
50524,1,4,7,MQ,0.0,0.51004702864472,60,164,18,25,-1.0
50525,1,3,6,US,0.0,0.0,81,361,17,50,-10.0
50526,1,5,1,OO,0.0,0.0,57,158,22,34,29.0
50527,1,2,5,EV,0.0,0.0,97,503,14,52,43.0
50528,1,3,6,DL,0.0,0.0,151,1050,19,15,21.0
50529,1,1,4,US,0.0,0.5669613974552512,202,1440,8,45,-2.0
50530,1,4,7,DL,0.0,0.0,108,546,11,0,5.0
50531,1,3,6,WN,0.0,0.0,105,547,19,0,93.0
50532,1,4,7,US,0.0,0.0,113,600,14,30,0.0
50533,1,2,5,DL,0.0,0.0,123,666,12,30,-24.0
50534,1,5,1,AS,0.0,0.0,180,1107,19,25,0.0
50535,1,4,7,AS,0.0,0.0,178,1050,19,55,-12.0
50536,1,4,7,EV,0.6091626479614204,0.0,86,315,17,30,143.0
50537,1,7,3,EV,0.6091626479614204,0.0,82,315,7,9,1.0
50538,1,3,6,EV,0.0,0.5909090909090909,78,292,6,0,6.0
50539,1,4,7,US,0.0,0.0,115,735,13,29,101.0
50540,1,3,6,UA,0.0,0.0,450,3904,19,55,8.0
50541,1,5,1,AA,0.0,0.51004702864472,135,597,6,45,-11.0
50542,1,2,5,WN,0.0,0.0,115,571,14,35,-1.0
50543,1,1,4,EV,0.0,0.5455043859649122,175,1167,15,57,-21.0
50544,1,4,7,WN,0.0,0.0,110,500,18,0,91.0
50545,1,5,1,DL,0.0,0.0,97,453,12,23,-4.0
50546,1,1,4,AA,0.0,0.51004702864472,194,1121,19,55,8.0
50547,1,4,7,AA,0.0,0.5294117647058824,135,748,8,30,16.0
50548,1,3,6,WN,0.0,0.0,95,488,13,30,45.0
50549,1,1,4,WN,0.0,0.0,180,1105,21,25,-9.0
50550,1,7,3,WN,0.0,0.0,85,447,9,50,4.0
50551,1,3,6,AA,0.0,0.51004702864472,175,1188,7,15,67.0
50552,1,2,5,AA,0.0,0.51004702864472,160,852,11,40,4.0
50553,1,1,4,OO,0.0,0.6912751677852349,172,913,11,56,-11.0
50554,1,3,6,WN,0.0,0.0,70,337,16,25,4.0
50555,1,6,2,DL,0.0,0.0,104,442,17,46,11.0
50556,1,5,1,B6,0.0,0.0,157,1072,12,13,10.0
50557,1,5,1,AA,0.0,0.5669613974552512,180,867,17,0,-9.0
50558,1,5,1,WN,0.0,0.0,125,590,7,55,-25.0
50559,1,4,7,AA,0.0,0.51004702864472,210,1172,6,25,7.0
50560,1,4,7,WN,0.0,0.0,105,646,11,40,0.0
50561,1,4,7,WN,0.6024960169941582,0.0,140,883,15,20,32.0
50562,1,3,6,EV,0.0,0.0,96,500,17,47,63.0
50563,1,5,1,WN,0.0,0.0,270,1733,15,5,19.0
50564,1,2,5,DL,0.0,0.0,218,1535,6,49,22.0
50565,1,7,3,US,0.0,0.0,132,735,10,37,-9.0
50566,1,3,6,WN,0.5671476137624861,0.0,150,725,6,25,5.0
50567,1,1,4,UA,0.0,0.0,203,1195,18,11,-19.0
50568,1,2,5,DL,0.5356359649122807,0.0,190,1145,19,36,-13.0
50569,1,5,1,UA,0.6091626479614204,0.0,166,1050,8,45,168.0
50570,1,5,1,AS,0.0,0.0,125,590,7,0,-28.0
50571,1,6,2,US,0.0,0.0,176,1009,11,25,2.0
50572,1,1,4,OO,0.5655172413793104,0.0,69,228,9,15,4.0
50573,1,4,7,AS,0.0,0.0,344,2457,7,0,-14.0
50574,1,5,1,AA,0.5414123801220575,0.51004702864472,235,1303,6,25,-1.0
50575,1,3,6,MQ,0.5535870516185477,0.5813953488372093,113,685,18,30,42.0
50576,1,5,1,MQ,0.0,0.0,100,489,6,40,-7.0
50577,1,4,7,NK,0.5356359649122807,0.0,267,1749,19,45,96.0
50578,1,6,2,WN,0.0,0.0,70,255,11,0,-7.0
50579,1,5,1,OO,0.0,0.0,94,402,6,20,46.0
50580,1,4,7,EV,0.0,0.0,53,147,15,5,27.0
50581,1,1,4,DL,0.0,0.0,110,545,16,30,0.0
50582,1,5,1,EV,0.6024960169941582,0.0,87,456,15,11,25.0
50583,1,3,6,OO,0.0,0.0,105,541,6,20,89.0
50584,1,5,1,EV,0.0,0.5669613974552512,173,843,6,0,101.0
50585,1,5,1,UA,0.0,0.0,636,4817,8,55,1.0
50586,1,3,6,DL,0.0,0.5460992907801419,156,1087,20,5,3.0
50587,1,7,3,AS,0.0,0.0,194,1399,10,25,75.0
50588,1,1,4,WN,0.5681016231474947,0.0,165,997,7,0,-14.0
50589,1,4,7,EV,0.0,0.51004702864472,85,383,17,55,9.0
50590,1,2,5,WN,0.0,0.5460992907801419,55,192,21,40,155.0
50591,1,3,6,B6,0.5182724252491694,0.0,186,1069,9,50,33.0
50592,1,2,5,AA,0.0,0.51004702864472,155,1055,17,50,14.0
50593,1,2,5,AS,0.0,0.0,121,689,6,35,-27.0
50594,1,4,7,OO,0.0,0.0,91,451,10,23,-4.0
50595,1,3,6,DL,0.0,0.0,204,1121,19,40,182.0
50596,1,3,6,WN,0.0,0.0,75,314,15,25,19.0
50597,1,2,5,EV,0.6091626479614204,0.0,108,667,18,58,-1.0
50598,1,6,2,EV,0.6091626479614204,0.5608465608465608,55,137,14,10,71.0
50599,1,7,3,OO,0.0,0.0,54,86,6,5,-9.0
50600,1,1,4,B6,0.0,0.0,81,354,6,5,-14.0
50601,1,1,4,B6,0.0,0.0,157,994,18,50,11.0
50602,1,5,1,OO,0.6024960169941582,0.51004702864472,114,641,13,0,113.0
50603,1,3,6,B6,0.0,0.0,215,1609,11,15,49.0
50604,1,4,7,DL,0.0,0.0,82,332,6,0,-14.0
50605,1,4,7,UA,0.6024960169941582,0.0,92,455,11,6,121.0
50606,1,4,7,DL,0.0,0.0,188,946,18,7,48.0
50607,1,2,5,OO,0.0,0.0,80,308,9,25,201.0
50608,1,1,4,OO,0.0,0.0,110,541,11,13,4.0
50609,1,6,2,OO,0.0,0.0,100,455,10,0,-14.0
50610,1,1,4,B6,0.0,0.0,328,2704,22,51,13.0
50611,1,2,5,DL,0.0,0.0,267,2105,23,25,-12.0
50612,1,5,1,B6,0.0,0.0,241,1666,4,38,43.0
50613,1,5,1,WN,0.0,0.0,65,325,8,55,0.0
50614,1,3,6,B6,0.0,0.0,225,1608,23,25,111.0
50615,1,2,5,WN,0.0,0.0,80,441,19,10,111.0
50616,1,1,4,EV,0.0,0.0,91,374,14,58,15.0
50617,1,2,5,WN,0.0,0.0,65,248,7,10,-2.0
50618,1,3,6,OO,0.0,0.0,89,329,8,20,183.0
50619,1,2,5,AA,0.0,0.0,330,2586,12,45,1.0
50620,1,4,7,UA,0.0,0.0,83,337,20,39,34.0
50621,1,6,2,DL,0.0,0.0,110,577,11,10,-9.0
50622,1,3,6,AA,0.0,0.51004702864472,135,631,8,25,2.0
50623,1,2,5,OO,0.0,0.5013150973172015,113,541,9,42,18.0
50624,1,1,4,B6,0.0,0.0,86,427,10,4,1.0
50625,1,3,6,DL,0.0,0.0,156,907,17,29,15.0
50626,1,6,2,EV,0.0,0.0,49,143,17,35,17.0
50627,1,1,4,WN,0.6024960169941582,0.0,200,1546,13,20,7.0
50628,1,6,2,OO,0.0,0.0,108,509,11,0,1.0
50629,1,1,4,WN,0.0,0.0,65,325,20,35,28.0
50630,1,6,2,WN,0.0,0.0,65,239,13,0,15.0
50631,1,2,5,DL,0.5356359649122807,0.0,189,1127,10,0,-10.0
50632,1,2,5,OO,0.0,0.6912751677852349,128,737,18,16,80.0
50633,1,4,7,WN,0.0,0.0,65,308,18,55,62.0
50634,1,5,1,WN,0.0,0.0,80,271,16,15,19.0
50635,1,1,4,WN,0.0,0.0,160,1136,10,10,-6.0
50636,1,5,1,MQ,0.0,0.5909090909090909,120,764,14,15,77.0
50637,1,5,1,B6,0.0,0.0,108,612,6,0,-22.0
50638,1,2,5,UA,0.0,0.0,262,1635,11,31,-34.0
50639,1,3,6,WN,0.0,0.0,65,239,17,0,29.0
50640,1,6,2,HA,0.0,0.0,38,102,9,15,0.0
50641,1,2,5,AA,0.5535870516185477,0.5669613974552512,135,802,15,45,24.0
50642,1,5,1,F9,0.0,0.0,105,416,16,15,85.0
50643,1,2,5,EV,0.0,0.0,141,642,8,39,10.0
50644,1,3,6,UA,0.0,0.0,84,337,19,5,22.0
50645,1,7,3,WN,0.0,0.0,90,371,6,5,-17.0
50646,1,2,5,WN,0.0,0.0,90,342,7,45,-2.0
50647,1,6,2,OO,0.0,0.5135135135135135,142,774,19,6,-5.0
50648,1,2,5,EV,0.5277777777777778,0.0,103,563,18,12,15.0
50649,1,6,2,WN,0.0,0.0,135,584,16,50,44.0
50650,1,4,7,UA,0.0,0.0,263,1635,19,54,-7.0
50651,1,3,6,OO,0.0,0.0,114,541,21,40,-23.0
50652,1,4,7,EV,0.5252525252525253,0.5013150973172015,80,359,17,54,92.0
50653,1,2,5,DL,0.5182724252491694,0.0,231,1598,14,30,-16.0
50654,1,1,4,VX,0.0,0.0,309,2475,15,50,-15.0
50655,1,6,2,UA,0.6091626479614204,0.0,170,925,17,35,9.0
50656,1,3,6,EV,0.0,0.5909090909090909,102,419,11,55,-31.0
50657,1,2,5,AA,0.5535870516185477,0.5669613974552512,140,802,16,45,-16.0
50658,1,5,1,OO,0.0,0.0,74,326,18,16,11.0
50659,1,4,7,AS,0.0,0.0,109,605,16,55,12.0
50660,1,2,5,MQ,0.0,0.51004702864472,200,999,7,30,-10.0
50661,1,6,2,DL,0.0,0.0,158,746,13,0,-6.0
50662,1,5,1,WN,0.0,0.0,85,404,19,40,34.0
50663,1,2,5,US,0.5356359649122807,0.0,264,1671,17,40,-18.0
50664,1,4,7,EV,0.0,0.0,130,674,8,18,5.0
50665,1,5,1,DL,0.0,0.0,111,515,8,15,-14.0
50666,1,1,4,AA,0.5535870516185477,0.0,155,1172,8,40,-9.0
50667,1,3,6,WN,0.0,0.0,160,1067,11,55,-2.0
50668,1,4,7,OO,0.6024960169941582,0.6912751677852349,50,125,19,50,73.0
50669,1,5,1,DL,0.0,0.0,110,545,9,30,-15.0
50670,1,5,1,AA,0.5535870516185477,0.0,175,1055,13,50,87.0
50671,1,2,5,MQ,0.5714285714285714,0.5669613974552512,105,522,6,0,-18.0
50672,1,2,5,UA,0.0,0.5013150973172015,246,1452,12,25,25.0
50673,1,2,5,WN,0.0,0.0,85,414,18,35,41.0
50674,1,3,6,OO,0.0,0.0,139,964,7,42,32.0
50675,1,2,5,MQ,0.5535870516185477,0.0,103,642,13,35,4.0
50676,1,1,4,EV,0.0,0.0,100,429,7,55,-9.0
50677,1,6,2,OO,0.6091626479614204,0.5357142857142857,169,911,18,0,72.0
50678,1,3,6,WN,0.0,0.0,80,370,17,45,46.0
50679,1,6,2,EV,0.0,0.0,57,170,14,3,11.0
50680,1,4,7,WN,0.0,0.0,155,1056,11,25,76.0
50681,1,4,7,WN,0.5681016231474947,0.0,110,717,13,30,84.0
50682,1,6,2,US,0.0,0.0,99,361,8,50,22.0
50683,1,7,3,EV,0.0,0.0,71,238,11,8,-11.0
50684,1,3,6,EV,0.0,0.0,50,106,11,20,-8.0
50685,1,1,4,UA,0.6091626479614204,0.0,273,1726,8,29,-2.0
50686,1,2,5,AA,0.0,0.0,65,192,18,55,54.0
50687,1,2,5,AA,0.5535870516185477,0.0,160,1119,14,25,64.0
50688,1,6,2,HA,0.0,0.0,300,2355,13,20,-7.0
50689,1,3,6,AA,0.5535870516185477,0.0,155,1172,20,20,66.0
50690,1,4,7,EV,0.0,0.0,131,788,12,59,38.0
50691,1,6,2,WN,0.0,0.0,80,368,11,45,-2.0
50692,1,4,7,AA,0.6091626479614204,0.5909090909090909,125,733,18,20,65.0
50693,1,2,5,WN,0.0,0.5013150973172015,110,533,20,25,24.0
50694,1,3,6,WN,0.5681016231474947,0.0,125,691,9,35,41.0
50695,1,3,6,EV,0.0,0.0,87,448,11,45,35.0
50696,1,1,4,WN,0.0,0.0,155,867,10,50,3.0
50697,1,7,3,WN,0.0,0.5387205387205387,155,1037,10,5,3.0
50698,1,3,6,AS,0.0,0.0,175,1107,6,0,2.0
50699,1,1,4,DL,0.0,0.0,211,1487,15,45,-12.0
50700,1,3,6,AA,0.6091626479614204,0.0,120,599,14,55,14.0
50701,1,5,1,HA,0.0,0.0,33,100,21,28,6.0
50702,1,3,6,F9,0.5517241379310345,0.5013150973172015,93,524,6,22,245.0
50703,1,6,2,DL,0.5356359649122807,0.0,319,1927,8,35,68.0
50704,1,2,5,AA,0.0,0.51004702864472,165,1205,17,45,44.0
50705,1,5,1,OO,0.0,0.0,109,468,15,5,-18.0
50706,1,1,4,EV,0.0,0.0,49,143,9,6,20.0
50707,1,2,5,UA,0.0,0.0,399,2565,6,1,-3.0
50708,1,4,7,DL,0.5414123801220575,0.0,141,666,16,45,149.0
50709,1,4,7,EV,0.0,0.0,49,143,15,52,9.0
50710,1,6,2,AA,0.0,0.0,73,213,18,10,33.0
50711,1,5,1,DL,0.0,0.0,170,991,19,18,26.0
50712,1,6,2,EV,0.5356359649122807,0.0,62,133,16,5,-14.0
50713,1,1,4,WN,0.0,0.0,105,647,15,0,1.0
50714,1,4,7,WN,0.0,0.0,70,287,7,0,-5.0
50715,1,1,4,WN,0.0,0.0,115,816,20,5,40.0
50716,1,7,3,AA,0.0,0.5455043859649122,174,1085,7,30,-7.0
50717,1,5,1,AA,0.0,0.5455043859649122,176,1085,7,20,-16.0
50718,1,2,5,WN,0.0,0.0,75,307,11,15,-11.0
50719,1,1,4,AA,0.0,0.0,167,1013,16,35,-12.0
50720,1,3,6,OO,0.0,0.0,78,363,22,40,-10.0
50721,1,6,2,WN,0.0,0.0,75,373,17,5,8.0
50722,1,6,2,AS,0.0,0.0,144,834,19,50,-20.0
